neighborhood,alarms
Beltzhoover,1
Beltzhoover,0
Beltzhoover,0
Beltzhoover,1
Beltzhoover,0
Beltzhoover,1
Beltzhoover,0
Beltzhoover,0
Beltzhoover,0
Beltzhoover,0
Beltzhoover,1
Beltzhoover,0
Beltzhoover,1
Beltzhoover,1
Beltzhoover,0
Beltzhoover,1
Beltzhoover,0
Beltzhoover,0
Beltzhoover,0
Beltzhoover,1
Beltzhoover,0
Beltzhoover,1
Beltzhoover,1
Beltzhoover,1
Beltzhoover,0
Beltzhoover,1
Beltzhoover,1
Beltzhoover,1
Beltzhoover,0
Beltzhoover,1
Beltzhoover,1
Beltzhoover,0
Beltzhoover,1
Beltzhoover,0
Beltzhoover,0
Beltzhoover,0
Beltzhoover,1
Beltzhoover,2
Beltzhoover,2
Beltzhoover,1
Beltzhoover,0
Beltzhoover,0
Beltzhoover,1
Beltzhoover,3
Beltzhoover,1
Beltzhoover,1
Beltzhoover,1
Beltzhoover,1
Beltzhoover,1
Beltzhoover,2
Beltzhoover,1
Beltzhoover,0
Beltzhoover,1
Beltzhoover,1
Beltzhoover,0
Beltzhoover,1
Beltzhoover,1
Beltzhoover,1
Beltzhoover,1
Beltzhoover,0
Beltzhoover,0
Beltzhoover,0
Bloomfield,0
Bloomfield,0
Bloomfield,2
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,1
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,0
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,2
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,3
Bloomfield,3
Bloomfield,2
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,1
Bloomfield,1
Bloomfield,1
Bloomfield,2
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,1
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,3
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,0
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bloomfield,0
Bloomfield,0
Bloomfield,0
Bloomfield,1
Bloomfield,1
Bloomfield,0
Bloomfield,1
Bluff,0
Bluff,0
Bluff,1
Bluff,0
Bluff,0
Bluff,1
Bluff,0
Bluff,1
Bluff,0
Bluff,0
Bluff,0
Bluff,1
Bluff,0
Bluff,0
Bluff,1
Bluff,0
Bluff,1
Bluff,0
Bluff,0
Bluff,1
Bluff,1
Bluff,1
Bluff,1
Bluff,1
Bluff,1
Bluff,1
Bluff,0
Bluff,4
Bluff,1
Bluff,0
Bluff,0
Bluff,1
Bluff,1
Bluff,1
Bluff,1
Bluff,0
Bluff,1
Bluff,3
Bluff,0
Bluff,0
Bluff,1
Bluff,1
Bluff,1
Bluff,1
Bluff,1
Bluff,1
Bluff,1
Bluff,2
Bluff,1
Bluff,1
Bluff,0
Bluff,1
Bluff,1
Bluff,1
Bluff,0
Bluff,0
Bluff,1
Bluff,1
Bluff,0
Bluff,0
Bluff,0
Bluff,1
Bluff,0
Bluff,1
Bluff,1
Bluff,1
Bluff,1
Bluff,1
Bluff,0
Bluff,0
Bluff,1
Bluff,0
Bluff,1
Bluff,0
Bluff,0
Bluff,1
Bluff,1
Bluff,1
Bluff,0
Bluff,1
Bluff,0
Bluff,0
Bluff,1
Bluff,0
Bluff,0
Bluff,1
Bluff,0
Bluff,1
Bluff,1
Bluff,1
Bluff,1
Bluff,1
Bluff,1
Bluff,1
Bluff,1
Bluff,0
Bluff,0
Bluff,0
Bluff,1
Bluff,0
Bluff,1
Bluff,1
Bluff,1
Bluff,0
Bluff,1
Bluff,0
Bluff,0
Bluff,0
Bluff,0
Bluff,1
Bluff,1
Bluff,1
Bluff,0
Bluff,1
Bluff,0
Bluff,0
Bluff,0
Bluff,1
Bluff,0
Bluff,0
Bluff,0
Bluff,0
Bluff,3
Bluff,1
Bluff,0
Bluff,0
Bluff,0
Bluff,0
Bluff,2
Bluff,2
Bluff,1
Bluff,1
Bluff,0
Bluff,0
Bluff,1
Bluff,0
Bon Air,0
Bon Air,1
Bon Air,0
Bon Air,0
Bon Air,1
Bon Air,0
Bon Air,1
Bon Air,0
Bon Air,1
Bon Air,0
Bon Air,0
Bon Air,0
Bon Air,0
Bon Air,0
Bon Air,0
Bon Air,1
Bon Air,0
Bon Air,0
Bon Air,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,2
Brighton Heights,0
Brighton Heights,1
Brighton Heights,4
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,0
Brighton Heights,0
Brighton Heights,0
Brighton Heights,0
Brighton Heights,0
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,0
Brighton Heights,0
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,2
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,0
Brighton Heights,0
Brighton Heights,0
Brighton Heights,2
Brighton Heights,1
Brighton Heights,0
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,2
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,0
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,1
Brighton Heights,1
Brighton Heights,0
Brighton Heights,1
Brighton Heights,3
Brighton Heights,1
Brighton Heights,1
Brookline,1
Brookline,1
Brookline,1
Brookline,1
Brookline,1
Brookline,0
Brookline,0
Brookline,0
Brookline,1
Brookline,1
Brookline,1
Brookline,0
Brookline,0
Brookline,0
Brookline,1
Brookline,1
Brookline,1
Brookline,0
Brookline,0
Brookline,1
Brookline,0
Brookline,0
Brookline,1
Brookline,0
Brookline,0
Brookline,0
Brookline,1
Brookline,0
Brookline,0
Brookline,0
Brookline,1
Brookline,0
Brookline,0
Brookline,0
Brookline,1
Brookline,0
Brookline,1
Brookline,1
Brookline,0
Brookline,1
Brookline,0
Brookline,1
Brookline,0
Brookline,0
Brookline,0
Brookline,0
Brookline,1
Brookline,1
Brookline,0
Brookline,0
Brookline,1
Brookline,1
Brookline,3
Brookline,0
Brookline,1
Brookline,0
Brookline,1
Brookline,0
Brookline,1
Brookline,1
Brookline,1
Brookline,0
Brookline,0
Brookline,0
Brookline,1
Brookline,0
Brookline,0
Brookline,0
Brookline,0
Brookline,1
Brookline,0
Brookline,1
Brookline,1
Brookline,0
Brookline,1
Brookline,1
Brookline,0
Brookline,0
Brookline,0
Brookline,1
Brookline,1
Brookline,0
Brookline,1
Brookline,0
Brookline,0
Brookline,1
Brookline,1
Brookline,1
Brookline,0
Brookline,1
Brookline,0
Brookline,1
Brookline,0
Brookline,0
Brookline,0
Brookline,1
Brookline,1
Brookline,1
Brookline,1
Brookline,0
Brookline,0
Brookline,1
Brookline,1
Brookline,0
Brookline,0
Brookline,1
Brookline,1
Brookline,1
Brookline,0
Brookline,0
Brookline,1
Brookline,0
Brookline,0
Brookline,1
Brookline,0
Brookline,1
Brookline,0
Brookline,0
Brookline,1
Brookline,1
Brookline,1
Brookline,0
Brookline,0
Brookline,0
Brookline,0
Brookline,1
Brookline,1
Brookline,1
Brookline,1
Brookline,1
Brookline,0
Brookline,1
Brookline,0
Brookline,1
Brookline,0
Brookline,1
Brookline,0
Brookline,1
Brookline,0
Brookline,0
Brookline,1
Brookline,1
Brookline,1
Brookline,0
Brookline,1
Brookline,1
Brookline,0
Brookline,0
Brookline,1
Brookline,1
Brookline,0
Brookline,1
Brookline,1
Brookline,0
Brookline,1
Brookline,1
Brookline,1
Brookline,1
Brookline,2
Brookline,1
Brookline,1
Brookline,1
Brookline,1
Brookline,1
Brookline,1
Brookline,1
Brookline,1
Brookline,1
Brookline,1
Brookline,0
Brookline,1
Brookline,0
Brookline,1
Brookline,1
Brookline,1
Brookline,0
Brookline,0
Brookline,0
Brookline,0
Brookline,0
Brookline,0
California-Kirkbride,1
California-Kirkbride,1
California-Kirkbride,1
California-Kirkbride,0
California-Kirkbride,0
California-Kirkbride,0
California-Kirkbride,0
California-Kirkbride,1
California-Kirkbride,1
California-Kirkbride,0
California-Kirkbride,1
California-Kirkbride,1
California-Kirkbride,0
California-Kirkbride,0
California-Kirkbride,1
California-Kirkbride,1
California-Kirkbride,0
California-Kirkbride,1
California-Kirkbride,1
California-Kirkbride,1
California-Kirkbride,0
California-Kirkbride,1
California-Kirkbride,0
California-Kirkbride,0
California-Kirkbride,0
California-Kirkbride,0
California-Kirkbride,1
California-Kirkbride,1
California-Kirkbride,1
California-Kirkbride,0
California-Kirkbride,1
California-Kirkbride,0
California-Kirkbride,1
California-Kirkbride,0
California-Kirkbride,0
California-Kirkbride,1
California-Kirkbride,1
California-Kirkbride,1
Carrick,1
Carrick,1
Carrick,2
Carrick,1
Carrick,0
Carrick,2
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,0
Carrick,1
Carrick,0
Carrick,0
Carrick,0
Carrick,1
Carrick,0
Carrick,0
Carrick,0
Carrick,0
Carrick,0
Carrick,1
Carrick,2
Carrick,0
Carrick,0
Carrick,1
Carrick,0
Carrick,0
Carrick,0
Carrick,1
Carrick,1
Carrick,0
Carrick,1
Carrick,0
Carrick,0
Carrick,1
Carrick,0
Carrick,0
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,0
Carrick,1
Carrick,0
Carrick,1
Carrick,1
Carrick,2
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,1
Carrick,0
Carrick,3
Carrick,0
Carrick,0
Carrick,0
Carrick,1
Carrick,0
Carrick,1
Carrick,1
Carrick,0
Carrick,0
Carrick,3
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,1
Carrick,1
Carrick,0
Carrick,1
Carrick,0
Carrick,0
Carrick,0
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,0
Carrick,1
Carrick,0
Carrick,0
Carrick,0
Carrick,1
Carrick,0
Carrick,1
Carrick,1
Carrick,0
Carrick,1
Carrick,0
Carrick,0
Carrick,0
Carrick,0
Carrick,0
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,1
Carrick,0
Carrick,1
Carrick,0
Carrick,1
Carrick,3
Carrick,2
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,0
Carrick,1
Carrick,1
Carrick,0
Carrick,0
Carrick,0
Carrick,0
Carrick,0
Carrick,0
Carrick,0
Carrick,0
Carrick,0
Carrick,0
Carrick,1
Carrick,0
Carrick,0
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,1
Carrick,1
Carrick,0
Carrick,0
Carrick,1
Carrick,0
Carrick,0
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,1
Carrick,2
Carrick,1
Carrick,1
Carrick,1
Carrick,3
Carrick,0
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,1
Carrick,0
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,0
Carrick,1
Carrick,1
Carrick,0
Carrick,0
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,0
Carrick,1
Carrick,0
Carrick,0
Carrick,0
Carrick,1
Carrick,2
Carrick,1
Carrick,0
Carrick,2
Carrick,0
Carrick,1
Carrick,0
Carrick,1
Carrick,1
Carrick,0
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,0
Carrick,0
Carrick,1
Carrick,0
Carrick,2
Carrick,0
Carrick,1
Carrick,1
Carrick,2
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,0
Carrick,1
Carrick,0
Carrick,1
Carrick,0
Carrick,0
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,1
Carrick,0
Carrick,0
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,0
Carrick,0
Carrick,1
Carrick,1
Carrick,0
Carrick,0
Carrick,0
Carrick,0
Carrick,1
Carrick,1
Carrick,1
Carrick,0
Carrick,1
Carrick,0
Carrick,0
Carrick,0
Carrick,1
Carrick,1
Carrick,0
Carrick,0
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,3
Central Business District,1
Central Business District,0
Central Business District,3
Central Business District,1
Central Business District,1
Central Business District,3
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,5
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,4
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,6
Central Business District,0
Central Business District,3
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,5
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,2
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,1
